cp,artist,song,section,spotify_ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cp_length,genres
"1,5,1",the white stripes,little ghost,verse,08itpTfeEyIcN8OvgBvN75,0.601,0.726,9.0,-6.611000000000001,1.0,0.0399,0.65,0.0,0.281,0.515,135.091,138893.0,4.0,3,"['alternative rock', 'blues-rock', 'garage rock', 'indie rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']"
"1,5,1",jean jacques perrey,brazilian flower,chorus,5EFDXorJyUp61D2ZGpmsJz,0.74,0.868,0.0,-8.535,1.0,0.0385,0.449,0.8140000000000001,0.0619,0.982,162.822,117000.0,4.0,3,"['exotica', 'lounge', 'space age pop', 'vintage french electronic']"
"1,5,1",creedence clearwater revival,hello mary lou,verse,01QwobyKNu7WRCVuTQbRDN,0.6629999999999999,0.546,9.0,-12.634,1.0,0.033,0.0349,9.62e-06,0.039,0.968,103.411,132867.0,4.0,3,"['album rock', 'classic rock', 'rock', 'roots rock', 'southern rock']"
"1,5,1",louis armstrong,when the saints go marching in,chorus,15ldGLkV2U5hm37QAJURMP,0.528,0.36,7.0,-11.606,1.0,0.0819,0.843,0.000254,0.12300000000000001,0.9359999999999999,206.46099999999998,160733.0,4.0,3,"['adult standards', 'christmas', 'dixieland', 'jazz trumpet', 'new orleans jazz', 'swing', 'vocal jazz']"
"1,5,1",blue swede,hooked on a feeling,verse,6Ac4NVYYl2U73QiTt11ZKd,0.547,0.82,8.0,-6.728,1.0,0.0805,0.261,0.0,0.3,0.9329999999999999,118.208,172867.0,4.0,3,[]
"1,5,1",michael kiwanuka,bones,chorus,1r0YmhJ6BxgItlDNzYRENK,0.64,0.46799999999999997,0.0,-9.446,0.0,0.0372,0.625,0.0,0.289,0.501,111.595,228080.0,4.0,3,"['funk', 'neo soul', 'soul']"
"1,5,1",u2,gone,chorus,5Ix7eNDeGdS2y2n3OSTCr5,0.33299999999999996,0.58,8.0,-8.683,1.0,0.0347,0.0101,0.168,0.314,0.45,175.96900000000002,266760.0,4.0,3,"['irish rock', 'permanent wave', 'rock']"
"1,5,1",nicki minaj,the night is still young,chorus,4bBrKDo8rchikwZOtmXbIH,0.6559999999999999,0.6920000000000001,1.0,-6.145,0.0,0.0563,0.00212,0.00305,0.128,0.693,128.016,227560.0,4.0,3,"['dance pop', 'hip pop', 'pop', 'pop rap']"
"1,5,1",they might be giants,everything right is wrong again,chorus,0I5fPx6kaubuWaN5IalTpS,0.43200000000000005,0.716,9.0,-12.298,1.0,0.051,0.163,0.0136,0.10800000000000001,0.743,172.231,140267.0,4.0,3,"['alternative rock', 'comic', 'geek rock', 'permanent wave', 'pop rock', 'zolo']"
"1,5,1",the gaslight anthem,the '59 sound,pre-chorus and chorus,6sAbdRWPf9lsSDbXVgmdwG,0.423,0.943,10.0,-3.93,1.0,0.113,0.0010199999999999999,5.81e-06,0.272,0.429,167.985,189987.0,4.0,3,"['heartland rock', 'new jersey indie', 'skate punk']"
"1,5,1",simon and garfunkel,america,verse,6dfhF1BDGmhM69fnCb6wSC,0.259,0.24100000000000002,2.0,-15.955,1.0,0.042,0.5539999999999999,6.62e-06,0.0849,0.275,178.453,215293.0,3.0,3,"['folk', 'folk rock', 'folk-pop', 'melancholia', 'mellow gold', 'rock']"
"1,5,1",bela fleck,big country,chorus,7N3SAicdAPqwRXu7luvNl2,0.315,0.408,4.0,-15.993,1.0,0.0301,0.941,0.9620000000000001,0.14300000000000002,0.31,114.07799999999999,240440.0,4.0,3,"['banjo', 'bluegrass', 'jam band', 'progressive bluegrass']"
"1,5,1",stevie wonder,for once in my life,verse,4kP69y3GKHi9tXckfgp4bK,0.524,0.519,6.0,-11.902999999999999,1.0,0.043,0.195,0.0,0.523,0.847,110.12100000000001,169800.0,4.0,3,"['adult standards', 'boston hardcore', 'funk', 'motown', 'quiet storm', 'soul']"
"1,5,1",fka twigs,water me,intro and verse,60MP5Sx3e6OGVEBEDfKREv,0.47600000000000003,0.452,10.0,-10.761,0.0,0.0984,0.655,0.04,0.141,0.19699999999999998,120.287,204737.0,4.0,3,"['alternative r&b', 'art pop', 'electropop', 'escape room', 'indie r&b', 'indietronica', 'pop', 'trip hop']"
"1,5,1",brandi carlile,closer to you,verse,0MggXP5ci9f9ei85Lgt2dI,0.5660000000000001,0.7959999999999999,11.0,-5.984,1.0,0.0277,0.22399999999999998,0.00283,0.113,0.6970000000000001,107.241,171307.0,4.0,3,"['acoustic pop', 'folk', 'folk-pop', 'indie folk', 'lilith', 'neo mellow', 'new americana', 'pop rock']"
"1,5,1",a perfect circle,the nurse who loved me,pre-chorus and chorus,0yRtn9coNCSWIigvKJA5wn,0.188,0.192,1.0,-15.355,1.0,0.0342,0.971,0.0195,0.183,0.131,149.791,244773.0,3.0,3,"['alternative metal', 'alternative rock', 'modern rock', 'nu metal', 'post-grunge', 'rap rock', 'rock']"
"1,5,1",dooley wilson,as time goes by,verse,76H7hMhAiJc9kb0mvgJunJ,0.42700000000000005,0.24,1.0,-15.485,1.0,0.035,0.968,1.55e-05,0.127,0.305,78.056,164587.0,4.0,3,[]
"1,5,1",dooley wilson,as time goes by,intro and verse,76H7hMhAiJc9kb0mvgJunJ,0.42700000000000005,0.24,1.0,-15.485,1.0,0.035,0.968,1.55e-05,0.127,0.305,78.056,164587.0,4.0,3,[]
"1,5,1",james taylor,mexico,intro,0VOIJT3Gz8uStYHHBGAUj1,0.774,0.49700000000000005,11.0,-13.448,1.0,0.0293,0.27899999999999997,7.8e-06,0.11900000000000001,0.769,115.995,177400.0,4.0,3,"['adult standards', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']"
"1,5,1",britt nicole,gold,verse,2fdd8W8eTym1gWO1dl1nxo,0.65,0.8190000000000001,8.0,-3.389,1.0,0.031,0.0266,0.0,0.348,0.895,95.958,179334.0,4.0,3,"['ccm', 'christian alternative rock', 'christian music', 'worship']"
"1,5,1",the gaslight anthem,blue dahlia,chorus,1L4ca7Ti3S795YrBdTzE4T,0.23399999999999999,0.828,8.0,-5.048,1.0,0.0412,0.00119,0.0,0.158,0.40399999999999997,168.07299999999998,265520.0,4.0,3,"['heartland rock', 'new jersey indie', 'skate punk']"
"1,5,1",commodores,sail on,chorus,2XMjijS8aVAP1ztyNpVEy8,0.484,0.322,1.0,-17.362000000000002,1.0,0.0509,0.446,1.55e-05,0.0788,0.461,142.379,240240.0,4.0,3,"['adult standards', 'classic soul', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']"
"1,5,1",luis bacalov,django,intro and verse,008wXvCVu8W8vCbq5VQDlC,0.456,0.736,2.0,-4.8180000000000005,0.0,0.0292,0.485,6.47e-06,0.109,0.48200000000000004,97.211,173693.0,3.0,3,"['classic soundtrack', 'italian soundtrack', 'soundtrack']"
"1,5,2",the beatles,with a little help from my friends,verse,2RnPATK99oGOZygnD2GTO6,0.705,0.515,4.0,-9.343,1.0,0.0337,0.365,0.0,0.389,0.8029999999999999,112.035,164107.0,4.0,3,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']"
"1,5,2",scorpions,wind of change,chorus,3ovjw5HZZv43SxTwApooCM,0.48,0.535,0.0,-10.232000000000001,1.0,0.0324,0.371,0.0,0.0929,0.293,75.766,313227.0,4.0,3,"['album rock', 'german metal', 'german rock', 'hard rock', 'metal', 'rock']"
"1,5,2",prototyperaptor,drive hard,solo,7qBQiFm4vm633vO4XbXQKC,0.701,0.777,8.0,-6.375,1.0,0.0634,0.00386,0.7390000000000001,0.149,0.0684,128.031,403130.0,4.0,3,"['catstep', 'complextro', 'deep chiptune', 'electro house', 'gamecore']"
"1,5,2",tristam,my friend,pre-chorus,66KfKphXzxwxlKb3DjLHC0,0.174,0.672,10.0,-5.934,1.0,0.0578,0.00974,8.08e-05,0.324,0.0783,83.039,265412.0,4.0,3,"['brostep', 'catstep', 'chillstep', 'complextro', 'edm', 'electro house', 'tracestep']"
"1,5,2",tristam,my friend,chorus,66KfKphXzxwxlKb3DjLHC0,0.174,0.672,10.0,-5.934,1.0,0.0578,0.00974,8.08e-05,0.324,0.0783,83.039,265412.0,4.0,3,"['brostep', 'catstep', 'chillstep', 'complextro', 'edm', 'electro house', 'tracestep']"
"1,5,2",the downtown fiction,i just wanna run,chorus,2S4CfxZG29GZWwDeMtBq2R,0.669,0.667,4.0,-3.0,1.0,0.0511,0.007690000000000001,0.0,0.0983,0.69,128.10299999999998,199960.0,4.0,3,"['alternative pop rock', 'neon pop punk', 'pixie', 'pop emo', 'pop punk']"
"1,5,2",say anything,alive with the glory of love,verse,53kRlOPQfNWhSraUytOMUY,0.33799999999999997,0.93,9.0,-4.619,1.0,0.131,0.0111,0.0,0.172,0.589,203.101,255175.0,4.0,3,"['dreamo', 'emo', 'modern rock', 'neon pop punk', 'pop punk', 'pop rock', 'screamo']"
"1,5,2",bomfunk mc's,freestyler,intro,2xaFtNhCw5Q4hn1EKsrkLv,0.847,0.96,4.0,-5.183,0.0,0.105,0.0237,0.0253,0.0629,0.922,163.825,172733.0,4.0,3,"['eurodance', 'europop']"
"1,5,2",foo fighters,walk,intro and verse,76Je5Wklky23mVoxiRszcN,0.231,0.866,9.0,-5.131,1.0,0.0517,3.6200000000000006e-05,0.000552,0.29,0.191,138.311,255960.0,4.0,3,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']"
"1,5,2",muse,knights of cydonia,bridge,7ouMYWpwJ422jRcDASZB7P,0.366,0.963,11.0,-5.301,0.0,0.142,0.000273,0.0122,0.115,0.21100000000000002,137.114,366213.0,4.0,3,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']"
"1,4,1",plain white t's,rhythm of love,chorus,6MDTpYxPFL0wtFd0pjfKws,0.531,0.542,8.0,-7.721,1.0,0.0432,0.35600000000000004,0.0,0.11900000000000001,0.726,171.878,200200.0,4.0,3,"['neo mellow', 'pop punk', 'pop rock', 'post-teen pop']"
"1,4,1",the beatles,a hard day's night,solo,5J2CHimS7dWYMImCHkEFaJ,0.59,0.805,0.0,-6.481,1.0,0.0371,0.13699999999999998,0.0,0.0996,0.797,138.514,154200.0,4.0,3,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']"
"1,4,1",the beatles,a hard day's night,verse,5J2CHimS7dWYMImCHkEFaJ,0.59,0.805,0.0,-6.481,1.0,0.0371,0.13699999999999998,0.0,0.0996,0.797,138.514,154200.0,4.0,3,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']"
"1,4,1",van morrison,brown eyed girl,verse,3yrSvpt2l1xhsV9Em88Pul,0.491,0.583,7.0,-10.964,1.0,0.0376,0.182,0.0,0.40700000000000003,0.907,150.572,183307.0,4.0,3,"['classic rock', 'folk', 'folk rock', 'folk-pop', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']"
"1,4,1",woody guthrie,this land is your land,verse,7CNaYAdLyi86kofGafReiT,0.49700000000000005,0.0919,3.0,-15.685,1.0,0.0704,0.968,0.00214,0.133,0.5479999999999999,206.43099999999998,139693.0,4.0,3,"['american folk revival', 'appalachian folk', 'folk', 'folk rock', 'old-time', 'singer-songwriter', 'traditional blues', 'traditional folk']"
"1,4,1",muse,madness,solo,0c4IEciLCDdXEhhKxj4ThA,0.502,0.41700000000000004,10.0,-7.665,1.0,0.0718,0.127,0.00419,0.106,0.218,180.301,281040.0,4.0,3,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']"
"1,4,1",queen,crazy little thing called love,solo,35ItUJlMtjOQW3SSiTCrrw,0.622,0.7809999999999999,2.0,-6.756,1.0,0.0516,0.679,0.0,0.272,0.718,76.709,163373.0,4.0,3,"['glam rock', 'rock']"
"1,4,1",johnny cash,hey porter,solo,04iybI0soiHwBIeVUwXxbg,0.8170000000000001,0.51,0.0,-11.458,1.0,0.0393,0.812,0.000227,0.10800000000000001,0.922,120.656,132840.0,4.0,3,"['outlaw country', 'traditional country']"
"1,4,1",vanessa carlton,a thousand miles,verse and pre-chorus,4w1lzcaoZ1IC2K5TwjalRP,0.56,0.825,11.0,-3.862,1.0,0.0379,0.32299999999999995,0.0,0.161,0.268,94.931,237493.0,4.0,3,"['folk-pop', 'lilith', 'neo mellow', 'piano rock', 'pop rock']"
"1,4,1",queen,i want to break free,solo,7h2yhVxcZOGyQdOwD4Hu8J,0.7929999999999999,0.428,4.0,-8.962,1.0,0.0319,0.10800000000000001,0.000194,0.0701,0.5820000000000001,108.94200000000001,258013.0,4.0,3,"['glam rock', 'rock']"
"1,4,1",u2,i still haven't found what i'm looking for,verse,6wpGqhRvJGNNXwWlPmkMyO,0.5660000000000001,0.7829999999999999,1.0,-9.412,1.0,0.0363,0.0157,0.003,0.0806,0.5870000000000001,100.86399999999999,277477.0,4.0,3,"['irish rock', 'permanent wave', 'rock']"
"1,4,1",steve earle,copperhead road,intro and verse,0ttKO7eBjyoq5Khr2X9lwV,0.37799999999999995,0.742,7.0,-10.002,1.0,0.0444,0.0257,0.000125,0.0659,0.765,163.721,270067.0,4.0,3,"['alternative country', 'country rock', 'folk', 'heartland rock', 'new americana', 'outlaw country', 'rock', 'roots rock', 'singer-songwriter', 'texas country', 'traditional country', 'traditional folk']"
"1,4,1",the beatles,paperback writer,intro and verse,0Ui8KPWZbJJQ2Y0CIQuVqX,0.47200000000000003,0.856,7.0,-6.03,1.0,0.0562,0.147,2.78e-06,0.595,0.841,78.696,138200.0,4.0,3,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']"
"1,4,1",the beatles,revolution,verse,3UDmHZcBTQp8Iu8droNtUl,0.40700000000000003,0.8340000000000001,6.0,-9.224,1.0,0.20800000000000002,0.0734,0.00021,0.24100000000000002,0.71,121.38,205293.0,4.0,3,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']"
"1,4,1",bob marley,three little birds,intro and verse,1P49MJhU5vzttesFxw3dOM,0.807,0.48700000000000004,9.0,-10.456,1.0,0.0758,0.0102,1.98e-06,0.0501,0.6509999999999999,148.491,180267.0,4.0,3,"['reggae', 'roots reggae']"
"1,4,1",steely dan,gaucho,intro,6EYDxDuQvCMEXS26TVWQPM,0.747,0.447,5.0,-7.303999999999999,1.0,0.0412,0.637,1.57e-05,0.0717,0.597,124.588,332213.0,4.0,3,"['album rock', 'art rock', 'blues-rock', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'southern rock']"
"1,4,1",bamse,bamse,verse,0kwOI6y1fBrml2UBRSCFsL,0.6990000000000001,0.9470000000000001,9.0,-5.851,0.0,0.0836,0.0313,0.0,0.213,0.764,134.917,254813.0,4.0,3,['barnmusik']
"1,4,1",mord fustang,the electric dream,chorus,3j0hEjcx1lP6grPt9e3WXe,0.873,0.535,7.0,-2.8930000000000002,0.0,0.0444,1.27e-05,0.917,0.0588,0.153,128.01,302000.0,4.0,3,"['complextro', 'edm', 'electro house']"
"1,4,1",lady gaga,you and i,verse,6rkAY9rk1NTFB94QxG3LJR,0.518,0.7090000000000001,2.0,-5.234,1.0,0.0476,0.075,0.0,0.0935,0.514,127.083,307347.0,4.0,3,"['dance pop', 'pop']"
"1,4,1",les friction,what you need,intro,57m8apwgi4lleRHdBY1its,0.305,0.568,5.0,-6.204,1.0,0.0363,0.0775,1.39e-05,0.11199999999999999,0.16,175.63400000000001,211078.0,4.0,3,"['epicore', 'modern alternative rock']"
"1,4,1",elmer bernstein,the magnificent seven theme,verse,3ZqZyTQBLCahOaZtq7CSa7,0.22399999999999998,0.562,10.0,-9.043,1.0,0.0453,0.889,0.909,0.0567,0.585,172.114,275467.0,4.0,3,"['classic soundtrack', 'scorecore', 'soundtrack', 'theme']"
"1,4,1",the quarrymen,in spite of all the danger,verse,7zvMaTcCspbRMahT4DcjQG,0.441,0.332,4.0,-9.789,1.0,0.0486,0.99,0.0,0.332,0.18,85.87100000000001,164400.0,4.0,3,['skiffle']
"1,4,1",billy joel,the longest time,verse,5DH7nDryMhpixm4G4B7RP9,0.637,0.33299999999999996,3.0,-9.603,1.0,0.0262,0.18100000000000002,0.0,0.147,0.588,84.34700000000001,217907.0,4.0,3,"['album rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']"
"1,4,1",josh groban,o holy night,verse,6JY1Bv099vhkeAHuSjNlQJ,0.19399999999999998,0.34299999999999997,11.0,-8.051,1.0,0.0307,0.8340000000000001,0.000781,0.0934,0.0745,87.919,288680.0,4.0,3,"['adult standards', 'christmas', 'operatic pop']"
"1,4,1",bent van looy,flowers and balloons,verse,3Tqj653ZHVVQrIUKjeNkB8,0.498,0.33299999999999996,10.0,-9.036,1.0,0.031,0.748,0.0032600000000000003,0.0823,0.596,104.585,208440.0,4.0,3,"['belgian pop', 'dutch indie']"
"1,4,1",bent van looy,flowers and balloons,bridge,3Tqj653ZHVVQrIUKjeNkB8,0.498,0.33299999999999996,10.0,-9.036,1.0,0.031,0.748,0.0032600000000000003,0.0823,0.596,104.585,208440.0,4.0,3,"['belgian pop', 'dutch indie']"
"1,4,1",biffy clyro,god and satan,verse,6aihKTSpfxixl9uqm4hNEy,0.726,0.542,7.0,-9.523,1.0,0.03,0.327,0.0,0.146,0.305,120.20100000000001,189840.0,4.0,3,"['indie rock', 'modern alternative rock', 'modern rock', 'rock', 'scottish rock']"
"1,4,1",george ezra,budapest,verse,7q0aQpiLv5tIsupcgQ3Ny4,0.7170000000000001,0.455,5.0,-8.302999999999999,1.0,0.0276,0.0846,0.0,0.11,0.389,127.81,200733.0,4.0,3,"['neo-singer-songwriter', 'pop']"
"1,4,1",queen,seven seas of rhye,intro,1e9Tt3nKBwRbuaU79kN3dn,0.349,0.8909999999999999,2.0,-6.026,1.0,0.122,0.10800000000000001,0.0138,0.23199999999999998,0.4,126.62200000000001,168973.0,4.0,3,"['glam rock', 'rock']"
"1,4,1",elliott smith,a fond farewell,verse,1BnwtbvZibyzmxlLd4ZiXB,0.682,0.375,6.0,-12.155,1.0,0.0431,0.45899999999999996,0.0511,0.109,0.23399999999999999,122.14299999999999,238013.0,4.0,3,"['alternative rock', 'chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'indie rock', 'lo-fi', 'melancholia', 'modern rock', 'rock', 'singer-songwriter', 'slow core']"
"1,4,1",jonathan coulton,shop vac,solo,40yFmXrjfkv51FEQ0ULf1N,0.603,0.835,4.0,-6.3389999999999995,1.0,0.0394,0.036000000000000004,5.52e-06,0.183,0.629,149.967,211027.0,4.0,3,"['antiviral pop', 'comic', 'pop rock']"
"1,4,1",jackson 5,rockin robin,chorus,05FMQ8RqoqgLRUKTZE0QgT,0.49,0.9259999999999999,10.0,-3.09,1.0,0.14,0.10800000000000001,0.00209,0.41100000000000003,0.846,180.00900000000001,150680.0,4.0,3,"['adult standards', 'christmas', 'motown']"
"1,4,1",hozier,cherry wine,verse and pre-chorus,1C042FLYy7rP3MfnkOcnha,0.415,0.11,1.0,-14.901,1.0,0.0388,0.951,0.00236,0.0962,0.23399999999999999,81.876,240147.0,4.0,3,"['folk-pop', 'irish singer-songwriter', 'pop']"
"1,4,1",brand new,at the bottom,intro,2YVWOvYEZBNkzeklG44v92,0.43700000000000006,0.941,2.0,-3.306,1.0,0.0932,0.124,1.4999999999999999e-05,0.0832,0.226,157.762,244400.0,4.0,3,['pop punk']
"1,4,1",grouplove,shark attack,pre-chorus,0i4ggi1qGPbr8OqaKBm5iY,0.449,0.635,1.0,-7.557,1.0,0.0397,0.000264,4.6500000000000005e-05,0.332,0.273,166.04,238627.0,4.0,3,"['indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'la indie', 'modern alternative rock', 'modern rock', 'rock', 'stomp and holler']"
"1,4,1",bela fleck,big country,chorus,7N3SAicdAPqwRXu7luvNl2,0.315,0.408,4.0,-15.993,1.0,0.0301,0.941,0.9620000000000001,0.14300000000000002,0.31,114.07799999999999,240440.0,4.0,3,"['banjo', 'bluegrass', 'jam band', 'progressive bluegrass']"
"1,4,1",spongebob squarepants,campfire song song,chorus,3LHMFgMolEbhhGBC47OuAi,0.56,0.5379999999999999,2.0,-7.3260000000000005,0.0,0.255,0.644,0.0,0.159,0.8079999999999999,91.55799999999999,56067.0,1.0,3,"[""children's music""]"
"1,4,1",bahamas,lost in the light,chorus,6IBpFG2LU2udYofIuROp3w,0.5920000000000001,0.272,2.0,-8.696,1.0,0.0323,0.809,0.00253,0.111,0.233,75.622,236720.0,4.0,3,"['chamber pop', 'deep new americana', 'folk-pop', 'indie folk', 'indie pop', 'modern rock', 'new americana', 'stomp and holler']"
"1,4,1",weird al yankovic,the night santa went crazy,chorus,6leusOAUcF7GjBp0SzHsml,0.589,0.654,3.0,-7.901,1.0,0.0329,0.193,0.0,0.0811,0.38299999999999995,120.322,241720.0,4.0,3,"['comedy rock', 'comic']"
"1,4,1",james lord pierpont,jingle bells,chorus,0uNAb1by3LLw999jCyM5di,0.381,0.508,0.0,-30.877,1.0,0.0665,0.7859999999999999,0.14400000000000002,0.0365,0.636,111.35799999999999,97093.0,4.0,3,[]
"1,4,1",offenbach,can can,verse and pre-chorus,1ntwYN2nT0Dl3c8lne15ii,0.429,0.535,3.0,-11.043,1.0,0.0379,0.815,0.93,0.0759,0.9259999999999999,81.182,131599.0,4.0,3,"['classical', 'french opera', 'late romantic era', 'operetta']"
"1,4,1",david bowie,space oddity,chorus,72Z17vmmeQKAg8bptWvpVG,0.299,0.44299999999999995,0.0,-12.620999999999999,1.0,0.0346,0.0748,0.000138,0.177,0.434,139.539,318813.0,4.0,3,"['art rock', 'dance rock', 'glam rock', 'new wave', 'permanent wave', 'protopunk', 'rock']"
"1,4,1",syd matters,obstacles,chorus,2ynCjjrmED5CfiVn2ZLkUk,0.39399999999999996,0.415,3.0,-8.461,1.0,0.0338,0.242,0.909,0.134,0.14300000000000002,126.87700000000001,208707.0,4.0,3,[]
"1,4,1",panic at the disco,that green gentleman,pre-chorus,2d1D1E8M48hHE99u6BO8RN,0.536,0.7959999999999999,10.0,-6.32,1.0,0.0333,0.10300000000000001,0.0,0.177,0.397,95.98,195013.0,4.0,3,"['emo', 'modern rock', 'pop punk']"
"1,4,1",the killers,all these things that i've done,intro,0kYUrLVQOfx21xuXu7OGrT,0.5579999999999999,0.74,6.0,-6.22,1.0,0.0448,0.0019199999999999998,8.97e-06,0.129,0.217,118.29299999999999,301573.0,4.0,3,"['indie rock', 'modern rock', 'permanent wave', 'rock']"
"1,4,1",neil sedaka,calendar girl,chorus,07IBuRx9So9Vo6Q0zfEnsE,0.657,0.513,1.0,-12.770999999999999,0.0,0.0378,0.733,0.0,0.191,0.875,122.102,158000.0,4.0,3,"['adult standards', 'brill building pop', 'bubblegum pop', 'christmas', 'doo-wop', 'easy listening', 'folk rock', 'lounge', 'mellow gold', 'merseybeat', 'rock-and-roll', 'rockabilly']"
"1,4,1",brand new,failure by design,pre-chorus,39wDpFv3xirqysFxI9AyAn,0.426,0.8590000000000001,3.0,-3.947,1.0,0.055,0.0254,0.0,0.0579,0.755,177.953,196373.0,4.0,3,['pop punk']
"1,4,1",orchestral manoeuvres in the dark,maid of orleans,instrumental,5WeMMlylGCVGc0ChHSysJA,0.522,0.7440000000000001,8.0,-8.175,1.0,0.0371,0.027000000000000003,0.682,0.0599,0.33299999999999996,109.788,252053.0,3.0,3,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'synthpop']"
"1,4,1",elvis presley,don't be cruel,verse,3ewdhtKsB29PCKdavqMDcD,0.33399999999999996,0.6659999999999999,2.0,-9.488999999999999,1.0,0.196,0.986,0.894,0.677,0.754,144.241,177627.0,4.0,3,"['adult standards', 'christmas', 'rock-and-roll', 'rockabilly']"
"1,4,1",teitur,sleeping with the lights on,bridge,5X9440EXOfhghaA54iXrA5,0.556,0.5660000000000001,4.0,-8.47,1.0,0.0458,0.6970000000000001,7.8e-05,0.175,0.633,90.027,220543.0,3.0,3,['faroese pop']
"1,4,1",animal collective,brother sport,chorus,3On5FEsrxHBVc6vDhF4IKG,0.514,0.977,6.0,-5.154,1.0,0.154,0.289,0.0105,0.0707,0.435,132.858,359027.0,4.0,3,"['alternative rock', 'art pop', 'baltimore indie', 'chamber pop', 'chillwave', 'dance-punk', 'dream pop', 'experimental pop', 'experimental rock', 'folk-pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'lo-fi', 'modern rock', 'new rave', 'noise pop', 'noise rock', 'nu gaze']"
"1,4,1",kelly clarkson,my life would suck without you,pre-chorus and chorus,4Dm32oO01YpIubCHaAtKkN,0.526,0.882,9.0,-4.006,1.0,0.0509,0.0014,0.0,0.14400000000000002,0.424,144.982,211493.0,4.0,3,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'r&b', 'talent show']"
"1,4,5",diana ross,if we hold on together,verse,5ygPz0KLBbndd8kSx79W0e,0.35100000000000003,0.21600000000000003,0.0,-15.258,1.0,0.0273,0.5670000000000001,2.02e-05,0.11800000000000001,0.115,141.70600000000002,250267.0,4.0,3,"['adult standards', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soul']"
"1,4,5",the beatles,twist and shout,chorus,5ZBeML7Lf3FMEVviTyvi8l,0.48200000000000004,0.8490000000000001,2.0,-9.198,1.0,0.0452,0.6409999999999999,7.74e-06,0.0414,0.937,124.631,155227.0,4.0,3,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']"
"1,4,5",adam szabo and johan vilborg,two to one,pre-chorus,0EzPUpcVB2L5eW5NHh0zmE,0.535,0.81,4.0,-5.341,1.0,0.0329,0.000231,0.00046399999999999995,0.611,0.43700000000000006,131.968,220019.0,4.0,3,['progressive uplifting trance']
"1,4,5",jimmy barnes,working class man,intro,1clBB7IUnLdyxTYktyZ11j,0.373,0.938,11.0,-3.9130000000000003,1.0,0.0997,0.0117,5.56e-05,0.155,0.391,138.276,250400.0,4.0,3,"['australian pop', 'australian rock']"
"1,4,5",new politics,harlem,intro and verse,573latfTMO7SpGtStVrQx5,0.603,0.9520000000000001,6.0,-3.699,1.0,0.0947,0.0018899999999999998,0.00044500000000000003,0.317,0.588,133.97,163627.0,4.0,3,"['indie pop', 'indie poptimism', 'indie rockism', 'modern alternative rock', 'modern rock', 'pop punk', 'stomp pop']"
"1,4,5",prototyperaptor,mode 7,chorus,4V1L1eqCnaWXFAxcpbHeTF,0.752,0.731,8.0,-4.455,1.0,0.0379,9.71e-05,0.905,0.23199999999999998,0.495,130.006,290786.0,4.0,3,"['catstep', 'complextro', 'deep chiptune', 'electro house', 'gamecore']"
